Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,label_multiclass,label_binary
11.2,17,106.2,19.69523,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.2,0.0,0.0,0.8,0.8,1878.0,60.0,414.0,187.8,121.56279,187.8,0.055687904,10.0,14777.511,Malware,1
14.4,17,75.7,31.647194,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.1,0.0,1.0,1.0,1150.0,60.0,339.0,115.0,91.042114,115.0,0.03605459,10.0,8288.667,Malware,1
24.8,6,118.0,1658.352,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1322.0,60.0,566.0,132.2,159.59518,132.2,0.000603199,10.0,25470.623,Malware,1
22.4,6,114.5,105.04537,0.1,0.1,0.0,0.1,0.6,0.0,0.0,6.0,1.0,1.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.1,0.0,0.0,0.9,0.9,1355.0,60.0,267.0,135.5,89.99167,135.5,0.009519982,10.0,8098.5,Malware,1
14.0,6,82.6,18.552734,0.0,0.1,0.0,0.1,0.3,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.3,0.1,0.0,0.7,0.7,1337.0,60.0,373.0,133.7,105.68932,133.7,0.05980129,10.0,11170.233,Malware,1
17.6,6,76.3,32.34237,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.1,0.2,0.0,0.9,0.9,1786.0,60.0,385.0,178.6,98.30022,178.6,0.034261085,10.0,9662.934,Malware,1
32.0,6,64.0,338.3049,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660.0,66.0,66.0,66.0,0.0,66.0,0.0029561997,10.0,0.0,Malware,1
16.8,17,119.2,22.750013,0.0,0.0,0.0,0.1,0.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.1,0.0,0.0,0.9,0.9,1208.0,60.0,230.0,120.8,77.36896,120.8,0.045401502,10.0,5985.9556,Malware,1
17.6,17,84.7,44.778553,0.0,0.0,0.0,0.4,0.4,0.0,0.0,4.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1196.0,60.0,385.0,119.6,101.45738,119.6,0.022332406,10.0,10293.6,Malware,1
26.4,6,110.3,41.856564,0.0,0.0,0.0,0.4,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,1181.0,60.0,230.0,118.1,64.27104,118.1,0.024409603,10.0,4130.7666,Malware,1
32.0,6,167.5,32.08634,0.0,0.3,0.0,0.2,0.7,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,4771.0,66.0,1514.0,477.1,583.9936,477.1,0.031243706,10.0,341048.53,Malware,1
28.8,6,91.1,16.76477,0.0,0.2,0.0,0.2,0.7,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1077.0,66.0,218.0,107.7,63.217525,107.7,0.061114002,10.0,3996.4556,Malware,1
19.6,6,117.1,22.308632,0.0,0.1,0.0,0.0,0.4,0.0,0.0,4.0,1.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1362.0,60.0,219.0,136.2,73.93661,136.2,0.049791407,10.0,5466.622,Malware,1
13.6,1,88.6,34.99479,0.0,0.0,0.0,0.2,0.4,0.0,0.0,4.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.5,0.0,1.0,1.0,1955.0,66.0,385.0,195.5,132.58812,195.5,0.029450703,10.0,17579.611,Malware,1
14.4,17,131.9,34.544334,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.1,0.0,1.0,1.0,1496.0,60.0,230.0,149.6,68.32309,149.6,0.04221041,10.0,4668.0444,Malware,1
16.0,6,108.1,45.82702,0.0,0.0,0.0,0.1,0.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.2,0.0,0.0,0.8,0.8,1378.0,60.0,230.0,137.8,81.11144,137.8,0.025735592,10.0,6579.067,Malware,1
32.0,6,247.0,10857.634,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14940.0,1494.0,1494.0,1494.0,0.0,1494.0,9.23872e-05,10.0,0.0,Malware,1
17.6,17,95.9,14.329355,0.0,0.1,0.0,0.1,0.3,0.0,0.0,3.0,1.0,0.0,0.0,0.2,0.2,0.3,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.1,0.0,1.0,1.0,1534.0,66.0,230.0,153.4,67.869484,153.4,0.07055612,10.0,4606.2666,Malware,1
19.2,6,95.1,20.754162,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.1,0.0,1.0,1.0,1264.0,66.0,218.0,126.4,66.61698,126.4,0.05001249,10.0,4437.8223,Malware,1
32.0,6,81.2,9226.361,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660.0,66.0,66.0,66.0,0.0,66.0,0.00010859966,10.0,0.0,Malware,1
11.2,17,121.0,20.506344,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.2,0.0,1.0,1.0,1656.0,66.0,224.0,165.6,64.23948,165.6,0.054927804,10.0,4126.711,Malware,1
32.0,6,64.0,930.92975,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660.0,66.0,66.0,66.0,0.0,66.0,0.0010771037,10.0,0.0,Malware,1
10.4,17,68.8,32.45931,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,1.0,1.0,1610.0,60.0,230.0,161.0,69.00242,161.0,0.03110249,10.0,4761.3335,Malware,1
9.6,17,105.0,45.291092,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.1,0.0,1.0,1.0,1326.0,66.0,230.0,132.6,64.06455,132.6,0.0237283,10.0,4104.2666,Malware,1
12.8,17,74.7,19.650108,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.2,0.1,0.0,0.8,0.8,1020.0,60.0,230.0,102.0,67.400955,102.0,0.051125407,10.0,4542.8887,Malware,1
21.6,6,88.5,29.264166,0.0,0.0,0.0,0.4,0.7,0.0,0.0,7.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,1729.0,60.0,385.0,172.9,117.54663,172.9,0.036716796,10.0,13817.211,Malware,1
19.2,6,119.0,20.327642,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.1,0.0,1.0,1.0,1579.0,66.0,339.0,157.9,89.41222,157.9,0.054143786,10.0,7994.5444,Malware,1
32.0,6,222.2,305.54694,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6247.0,66.0,1494.0,624.7,707.8688,624.7,0.0033477067,10.0,501078.22,Malware,1
26.0,6,79.3,79.26823,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1093.0,60.0,214.0,109.3,58.065193,109.3,0.013347196,10.0,3371.5667,Malware,1
34.4,6,93.5,103.22484,0.0,0.0,0.0,0.5,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2338.0,66.0,643.0,233.8,220.6424,233.8,0.017394591,10.0,48683.066,Malware,1
19.2,6,52.7,19.81148,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.1,0.0,0.0,0.9,0.9,922.0,60.0,156.0,92.2,27.19804,92.2,0.052714992,10.0,739.73334,Malware,1
12.8,17,133.2,16.259583,0.0,0.0,0.0,0.1,0.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,1043.0,60.0,278.0,104.3,67.770935,104.3,0.0628479,10.0,4592.9,Malware,1
8.8,17,64.0,93.55415,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.2,0.0,0.0,0.8,0.8,708.0,60.0,94.0,70.8,13.854803,70.8,0.014683509,10.0,191.95555,Malware,1
17.6,6,119.0,17.673897,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1319.0,60.0,230.0,131.9,73.1383,131.9,0.056724213,10.0,5349.211,Malware,1
20.0,6,162.1,62.412266,0.2,0.0,0.0,0.1,0.5,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,2240.0,66.0,1122.0,224.0,322.30902,224.0,0.017810106,10.0,103883.11,Malware,1
20.0,6,111.3,19.203115,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1084.0,66.0,214.0,108.4,53.878876,108.4,0.053881597,10.0,2902.9333,Malware,1
29.6,6,69.1,29.593163,0.0,0.0,0.0,0.7,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1016.0,66.0,176.0,101.6,47.324413,101.6,0.04361689,10.0,2239.6,Malware,1
32.0,6,244.0,6246.1714,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14940.0,1494.0,1494.0,1494.0,0.0,1494.0,0.00016031266,10.0,0.0,Malware,1
33.2,6,51.2,1784.127,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2100.0,66.0,1494.0,210.0,451.1674,210.0,0.0005605936,10.0,203552.0,Malware,1
19.2,6,124.4,16.31295,0.0,0.0,0.0,0.1,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.1,0.0,0.0,0.9,0.9,1036.0,60.0,230.0,103.6,64.76488,103.6,0.0695463,10.0,4194.489,Malware,1
17.6,6,74.4,146.76535,0.0,0.0,0.0,0.5,0.6,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.2,0.1,0.0,0.8,0.8,1043.0,60.0,224.0,104.3,58.046055,104.3,0.008256411,10.0,3369.3445,Malware,1
32.0,6,247.0,9362.286,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14217.0,771.0,1494.0,1421.7,228.63268,1421.7,0.00012800694,10.0,52272.9,Malware,1
20.0,6,138.7,48.707996,0.0,0.0,0.0,0.4,0.6,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1763.0,66.0,345.0,176.3,104.24869,176.3,0.02293601,10.0,10867.789,Malware,1
27.2,6,99.0,85.15282,0.0,0.0,0.0,0.0,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,12396.0,66.0,2922.0,1239.6,1092.6847,1239.6,0.011743689,10.0,1193959.9,Malware,1
21.2,6,112.8,129.25755,0.0,0.0,0.0,0.6,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1753.0,60.0,492.0,175.3,173.8761,175.3,0.010348797,10.0,30232.9,Malware,1
33.6,6,86.6,117.65658,0.1,0.2,0.0,0.3,0.9,0.0,0.0,9.0,2.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,879.0,66.0,181.0,87.9,38.338985,87.9,0.0092502115,10.0,1469.8778,Malware,1
16.0,6,114.2,25.251314,0.0,0.0,0.0,0.3,0.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.2,0.0,1.0,1.0,1123.0,60.0,214.0,112.3,60.419,112.3,0.048027802,10.0,3650.4556,Malware,1
16.0,6,126.7,15.580282,0.1,0.1,0.0,0.1,0.4,0.0,0.0,4.0,1.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.3,0.0,1.0,1.0,1465.0,60.0,361.0,146.5,100.04582,146.5,0.066229984,10.0,10009.167,Malware,1
19.2,6,85.0,42.43675,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.1,0.0,0.0,0.9,0.9,1124.0,60.0,196.0,112.4,59.38612,112.4,0.023564601,10.0,3526.7112,Malware,1
7.2,0,95.7,28.411188,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.4,0.0,0.0,0.6,0.6,1657.0,60.0,345.0,165.7,129.6157,165.7,0.035921406,10.0,16800.232,Malware,1
32.0,6,244.0,7341.684,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14940.0,1494.0,1494.0,1494.0,0.0,1494.0,0.00017831326,10.0,0.0,Malware,1
26.4,6,55.5,106.497665,0.0,0.0,0.0,0.0,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.1,0.1,0.0,0.0,0.9,0.9,5220.0,60.0,1494.0,522.0,676.40814,522.0,0.0093900915,10.0,457528.0,Malware,1
27.2,6,172.0,298.75876,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14846.0,60.0,2974.0,1484.6,886.8396,1484.6,0.00421679,10.0,786484.5,Malware,1
24.0,6,128.4,61.583584,0.0,0.1,0.0,0.3,0.6,0.0,0.0,6.0,1.0,0.0,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.2,0.0,1.0,1.0,1017.0,60.0,224.0,101.7,50.051197,101.7,0.016844511,10.0,2505.1223,Malware,1
8.0,17,60.4,364.20587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,991.0,60.0,339.0,99.1,85.41201,99.1,0.003157401,10.0,7295.211,Malware,1
32.0,6,64.0,949.92615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660.0,66.0,66.0,66.0,0.0,66.0,0.0012921095,10.0,0.0,Malware,1
32.0,6,132.4,366.40756,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,831.0,66.0,186.0,83.1,39.548706,83.1,0.0061293123,10.0,1564.1,Malware,1
32.0,6,244.0,8873.078,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14940.0,1494.0,1494.0,1494.0,0.0,1494.0,0.0001128912,10.0,0.0,Malware,1
6.4,17,60.2,35.056477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.8,0.8,1212.0,60.0,218.0,121.2,63.618305,121.2,0.031612396,10.0,4047.2888,Malware,1
17.6,6,81.7,113.09273,0.0,0.0,0.0,0.5,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,2163.0,60.0,492.0,216.3,187.8469,216.3,0.016360212,10.0,35286.457,Malware,1
33.6,6,81.2,34.120506,0.1,0.2,0.0,0.2,0.9,0.0,0.0,9.0,2.0,1.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,968.0,66.0,268.0,96.8,66.28692,96.8,0.031216193,10.0,4393.9556,Malware,1
17.6,17,123.3,24.391132,0.0,0.0,0.0,0.2,0.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1235.0,66.0,230.0,123.5,64.48471,123.5,0.044397593,10.0,4158.278,Malware,1
23.2,6,100.5,31.63915,0.1,0.1,0.0,0.4,0.7,0.0,0.0,7.0,1.0,1.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1912.0,66.0,360.0,191.2,134.9245,191.2,0.0323292,10.0,18204.623,Malware,1
17.6,17,99.3,33.811535,0.0,0.0,0.0,0.2,0.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1400.0,60.0,218.0,140.0,69.506195,140.0,0.030425906,10.0,4831.1113,Malware,1
26.4,6,50.4,180.61302,0.0,0.0,0.0,0.2,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,962.0,60.0,176.0,96.2,50.309708,96.2,0.0062284945,10.0,2531.0667,Malware,1
32.0,6,247.0,9988.816,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14940.0,1494.0,1494.0,1494.0,0.0,1494.0,0.00012350082,10.0,0.0,Malware,1
8.0,17,140.4,25.236288,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0,0.2,0.1,0.0,0.8,0.8,965.0,60.0,203.0,96.5,43.683838,96.5,0.040774297,10.0,1908.2778,Malware,1
20.0,6,118.8,25.040052,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1351.0,66.0,263.0,135.1,80.822784,135.1,0.04973211,10.0,6532.3223,Malware,1
28.8,6,201.6,1024.7004,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,11488.0,60.0,1494.0,1148.8,601.11096,1148.8,0.0009761095,10.0,361334.4,Malware,1
22.4,6,89.9,32.61002,0.0,0.0,0.0,0.1,0.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1021.0,60.0,230.0,102.1,65.242195,102.1,0.03530302,10.0,4256.5444,Malware,1
32.0,6,247.0,7639.898,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14940.0,1494.0,1494.0,1494.0,0.0,1494.0,0.00013310909,10.0,0.0,Malware,1
8.8,17,69.0,31.638268,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.2,0.0,0.0,0.8,0.8,1234.0,60.0,230.0,123.4,65.74733,123.4,0.03530259,10.0,4322.711,Malware,1
25.6,6,93.3,32.076576,0.0,0.1,0.0,0.2,0.6,0.0,0.0,6.0,1.0,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1371.0,60.0,385.0,137.1,107.71201,137.1,0.03199599,10.0,11601.878,Malware,1
14.8,6,82.9,44.017403,0.0,0.0,0.0,0.3,0.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.2,0.0,1.0,1.0,979.0,66.0,176.0,97.9,42.81342,97.9,0.022983193,10.0,1832.9889,Malware,1
16.0,6,81.0,18.795298,0.0,0.0,0.0,0.1,0.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.1,0.1,0.0,0.9,0.9,1371.0,60.0,224.0,137.1,69.05143,137.1,0.05435469,10.0,4768.1,Malware,1
32.0,6,57.6,5491.3643,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10656.0,66.0,2922.0,1065.6,963.82654,1065.6,0.0001998186,10.0,928961.6,Malware,1
20.0,6,122.4,16.576677,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1022.0,60.0,214.0,102.2,55.51536,102.2,0.06221821,10.0,3081.9556,Malware,1
32.0,6,50.4,2065.244,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3516.0,66.0,1494.0,351.6,602.09766,351.6,0.00052468776,10.0,362521.6,Malware,1
15.6,6,111.6,61.25611,0.0,0.1,0.0,0.0,0.4,0.0,0.0,4.0,1.0,0.0,0.0,0.1,0.2,0.4,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.2,0.0,0.0,0.8,0.8,910.0,60.0,191.0,91.0,49.17768,91.0,0.016443681,10.0,2418.4443,Malware,1
17.6,17,131.5,19.108402,0.0,0.0,0.0,0.1,0.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1731.0,66.0,339.0,173.1,87.32882,173.1,0.054114293,10.0,7626.3223,Malware,1
18.4,6,78.4,27.623783,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.8,0.8,1056.0,60.0,230.0,105.6,59.90214,105.6,0.039972804,10.0,3588.2666,Malware,1
29.6,6,62.1,2394.556,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,16362.0,60.0,2922.0,1636.2,811.89185,1636.2,0.0006434202,10.0,659168.4,Malware,1
